adj_form_lower,very,more,most,so,not,as,too,really,much,pretty,less,n't,even,also,quite,extremely,still,highly,just,always,completely,relatively,particularly,only,far,now,all,almost,truly,incredibly,fairly,increasingly,rather,especially,slightly,absolutely,totally,often,super,entirely,somewhat,already,that,equally,no,fully,potentially,mostly,perfectly,well,nearly,deeply,largely,seemingly,actually,longer,sometimes,significantly,both,probably,politically,generally,never,usually,easily,surprisingly,currently,simply,ever,overly,definitely,certainly,once,immediately,otherwise,yet,real,any,clearly,readily,virtually,utterly,environmentally,mentally,hugely,partly,exceptionally,unusually,about,long,previously,physically,remarkably,terribly,socially,seriously,genuinely,purely,however,reasonably
excited,281.359,154.114,103.242,286.438,43.875,97.139,109.467,218.348,25.534,105.1,30.249,30.033,16.401,66.918,62.944,91.646,40.694,15.906,64.823,54.9,12.57,3.464,55.723,13.638,1.414,20.0,82.383,9.274,37.776,62.233,11.489,13.153,24.94,47.864,8.775,11.916,24.495,7.874,123.357,4.796,13.304,26.926,23.473,34.322,1.414,5.657,2.236,14.663,1.732,5.099,2.236,8.544,2.236,4.472,29.343,7.211,3.606,1.414,35.525,12.124,1.0,9.849,5.292,9.434,11.446,5.0,6.708,9.327,5.568,44.0,34.554,18.466,6.164,11.225,2.646,9.539,40.755,1.414,20.518,1.732,1.732,5.0,1.0,3.0,21.977,1.732,7.616,7.141,3.606,2.236,2.0,4.123,2.236,22.181,1.0,11.916,38.21,2.0,4.583,3.0
interested,182.486,247.219,106.198,75.512,230.152,68.462,47.854,138.217,66.603,23.979,91.428,150.403,36.497,114.529,43.658,41.073,80.846,34.015,63.04,87.287,8.888,4.243,121.766,103.097,4.243,29.682,57.437,4.123,50.527,15.297,9.849,47.329,13.856,74.686,16.673,9.381,11.045,18.788,20.396,6.708,19.875,37.256,52.202,25.962,4.123,7.211,24.331,37.881,1.732,4.359,2.449,45.552,10.536,7.348,47.686,56.657,5.0,4.243,25.338,19.468,11.045,23.854,29.917,18.385,3.317,3.873,22.539,32.218,20.469,18.466,37.59,24.799,9.0,23.58,10.63,8.718,15.906,1.732,23.108,2.236,1.0,2.0,2.0,2.0,8.775,5.099,4.583,6.557,3.742,12.61,8.775,3.162,3.162,26.944,2.828,42.415,71.805,8.367,6.403,4.0
possible,101.425,66.212,34.914,16.371,280.207,26.608,15.33,65.772,32.45,6.633,22.091,117.427,119.829,179.936,121.746,14.318,123.988,37.908,42.732,111.445,32.373,3.873,4.796,130.564,6.481,97.704,63.53,18.028,25.962,4.899,9.22,22.428,6.557,7.416,6.928,32.249,34.015,35.496,3.162,120.004,8.602,29.513,10.724,27.295,5.0,15.33,11.402,5.657,46.605,13.266,6.245,1.732,8.775,7.416,51.313,72.042,26.287,2.236,21.142,15.199,25.179,14.629,29.665,29.292,23.854,3.317,33.675,7.874,37.776,1.414,42.661,74.303,13.266,33.045,17.292,29.052,6.245,1.0,15.232,7.141,5.385,4.123,1.0,2.0,3.0,4.69,2.236,1.0,9.798,6.164,35.228,42.285,2.828,2.0,3.0,4.243,6.708,2.0,20.469,38.833
big,227.605,75.033,54.69,174.774,88.713,240.221,292.058,188.566,17.0,170.435,15.556,66.483,18.947,35.057,56.48,24.083,29.866,2.236,43.313,22.65,3.162,29.103,36.783,25.338,4.472,15.62,23.302,10.536,23.065,19.105,45.76,12.884,35.242,25.807,11.358,4.123,4.69,11.0,26.907,2.646,10.0,23.173,94.154,24.269,8.246,1.732,27.386,8.062,4.359,7.681,12.884,1.414,2.646,8.544,12.247,10.863,9.644,4.583,14.731,9.11,1.414,9.22,15.067,13.964,8.062,22.539,4.899,5.568,10.77,12.124,14.56,13.856,10.392,1.0,5.477,11.091,42.532,1.0,5.0,1.0,1.414,2.0,1.414,2.0,3.464,1.0,10.392,15.716,16.823,3.742,2.646,9.22,5.745,12.369,1.0,17.521,8.307,2.236,28.32,12.689
true,104.202,99.212,38.262,106.939,276.335,107.958,41.605,82.716,29.967,27.785,50.269,142.632,42.661,157.915,64.529,12.45,72.726,2.828,27.185,69.75,49.102,11.358,113.159,63.38,4.796,16.523,71.148,17.464,8.0,17.944,16.125,15.588,10.1,199.745,7.616,72.166,36.318,39.887,6.164,68.637,27.111,16.882,17.861,53.488,2.828,10.583,8.888,43.174,27.659,5.745,9.165,10.863,26.552,7.071,67.69,44.889,19.925,4.899,22.583,71.617,2.646,35.861,25.475,22.913,3.162,8.832,7.483,13.892,22.472,2.0,42.603,94.842,12.767,3.162,5.196,12.124,10.724,1.0,18.921,1.414,2.828,11.576,1.732,1.0,2.828,40.286,6.481,2.828,7.483,3.0,2.236,4.583,12.61,7.81,1.732,3.873,7.0,4.0,16.371,8.124
new,103.407,120.308,90.033,92.326,168.585,61.311,49.709,62.161,64.923,61.164,22.956,99.86,22.605,61.595,52.688,15.62,68.037,3.0,31.591,27.386,193.481,206.041,37.376,23.812,6.083,16.432,66.513,31.953,38.21,11.874,102.99,7.211,35.917,15.684,23.728,29.326,108.876,15.492,15.395,213.394,34.015,6.164,11.832,12.41,3.873,13.601,26.889,26.23,9.274,12.369,31.812,2.449,14.107,15.716,22.605,18.601,8.0,11.402,18.735,14.036,2.449,11.0,10.0,8.185,4.123,9.487,5.831,11.136,29.799,3.606,14.731,12.767,13.892,3.317,6.403,9.11,4.899,1.0,8.888,1.732,12.767,18.412,1.0,1.414,3.606,6.481,5.196,2.0,12.845,2.236,3.464,2.646,7.0,13.928,1.732,6.083,28.983,4.243,6.928,17.176
aware,117.29,185.48,23.979,38.039,224.346,33.601,62.49,44.227,55.633,18.601,36.304,141.947,96.457,85.317,50.269,20.833,23.601,25.278,18.138,62.49,40.694,4.0,24.207,36.837,3.606,45.684,66.94,3.873,18.574,11.314,8.0,61.879,4.796,21.587,8.944,12.45,27.911,16.492,10.44,19.105,17.72,71.197,13.342,17.944,2.449,157.978,2.449,8.66,33.69,222.101,3.162,26.382,6.708,11.533,22.091,13.077,6.403,3.162,20.125,55.937,32.879,24.187,23.685,16.733,5.477,4.0,17.72,11.136,20.273,10.149,20.0,37.323,11.916,24.021,5.099,30.708,4.123,1.0,35.086,6.633,2.449,6.245,31.843,8.888,3.742,6.782,5.385,6.083,2.236,10.44,18.921,7.211,3.0,6.633,35.454,3.317,4.899,2.0,6.708,7.616
beautiful,153.424,169.75,323.305,176.613,43.128,118.579,50.853,100.727,19.183,18.574,31.337,25.593,22.091,41.929,61.343,45.563,44.911,7.071,72.774,35.468,13.856,2.828,38.288,44.978,2.236,10.247,35.93,13.82,67.617,65.322,6.557,7.28,26.552,31.496,3.162,90.697,16.492,23.958,17.407,8.307,6.164,22.935,20.976,36.783,1.732,5.0,7.681,7.55,21.024,4.359,3.464,10.583,1.414,6.403,13.675,15.232,16.492,2.236,40.78,4.583,1.414,7.071,6.928,9.11,1.732,17.972,2.449,50.527,11.662,4.472,10.536,14.933,29.36,3.162,17.436,14.526,7.874,1.0,5.657,1.0,1.732,22.65,2.828,1.414,3.317,1.414,33.719,13.304,7.0,6.0,3.464,17.059,19.723,8.185,2.236,14.9,14.036,8.0,15.0,2.0
worth,31.937,43.278,25.397,78.058,222.585,14.9,4.472,125.638,50.06,17.059,17.321,150.386,68.469,148.442,21.048,9.487,94.552,10.677,22.428,82.323,37.908,3.0,20.0,56.258,8.944,73.28,84.764,28.758,49.467,8.888,3.162,3.606,2.646,20.248,2.449,54.827,90.615,28.775,6.325,19.545,4.796,20.616,5.831,11.747,1.414,9.849,29.206,6.557,5.568,262.816,9.592,2.828,4.0,4.0,61.384,32.0,15.297,2.828,17.088,64.676,2.449,16.613,24.637,29.377,24.94,2.646,36.249,12.124,17.349,2.0,165.864,82.359,14.832,5.477,5.657,7.746,8.367,1.414,18.303,1.0,3.0,6.083,1.0,1.0,2.828,1.0,2.236,1.414,8.367,2.449,3.873,1.414,1.414,2.0,1.732,15.264,11.402,1.0,8.367,6.245
nice,336.865,27.875,9.798,169.871,70.335,93.957,70.057,255.683,12.689,110.327,15.748,38.781,17.972,73.512,92.509,43.898,49.608,3.0,58.796,115.321,6.083,15.906,42.802,17.263,2.0,8.944,42.154,7.211,16.882,30.968,27.695,2.449,51.439,48.744,3.317,6.325,9.592,10.1,64.436,4.69,8.485,9.695,32.665,14.697,2.449,2.0,6.245,11.79,33.808,5.0,3.0,2.236,2.0,13.748,25.671,6.245,13.711,2.236,11.79,10.817,3.317,16.062,18.193,12.41,2.236,19.079,2.0,13.191,7.348,12.57,25.456,23.979,9.327,1.414,12.767,4.796,61.701,1.0,2.449,1.0,1.0,2.236,2.236,1.414,2.0,1.414,16.882,8.307,7.937,2.449,2.828,1.414,8.185,11.136,2.0,8.544,36.715,2.646,11.136,12.689
comfortable,207.697,337.768,163.814,103.668,122.577,122.295,77.492,78.288,18.601,62.841,56.895,73.872,18.628,37.054,75.353,70.193,30.381,20.1,22.804,36.373,58.779,36.166,26.963,29.665,2.646,21.886,26.0,9.747,27.019,40.62,36.905,29.0,21.0,17.117,5.0,21.354,41.292,8.775,60.572,44.091,18.868,28.74,26.363,35.214,1.414,26.739,2.449,10.863,43.966,5.0,2.449,7.211,6.782,14.967,15.556,18.628,4.0,2.0,32.373,8.062,5.657,15.843,28.302,11.916,3.742,28.231,5.831,7.874,8.718,11.619,13.229,12.369,15.033,14.526,8.0,23.958,30.414,1.0,15.033,2.0,1.0,10.536,1.732,4.472,5.292,1.0,22.694,8.124,3.873,3.742,5.831,13.928,15.199,14.318,7.616,6.708,8.602,1.732,7.0,27.258
low,293.394,42.415,26.0,133.3,25.671,115.417,177.463,71.54,14.967,83.355,9.381,16.462,16.523,38.756,73.103,132.488,56.586,3.317,15.362,17.55,4.899,182.222,35.525,14.933,6.0,13.229,11.269,5.292,11.874,53.759,70.449,11.225,43.818,21.237,15.684,6.083,4.583,23.0,39.37,3.317,22.113,50.863,31.193,15.492,3.162,2.0,10.488,13.748,3.0,4.123,4.583,2.449,5.657,15.748,13.0,5.745,8.775,18.708,11.533,17.464,1.414,35.777,6.557,23.516,1.732,42.474,20.05,6.0,5.477,5.745,7.28,7.28,4.359,1.732,8.718,7.746,18.276,1.0,7.071,1.0,1.732,4.0,3.0,1.732,2.646,1.732,41.881,44.317,11.0,5.292,7.211,2.236,33.793,12.806,1.732,13.115,6.557,1.414,7.937,23.791
serious,244.26,299.048,207.668,94.456,86.261,96.244,87.767,91.859,22.226,79.524,88.921,51.01,15.395,21.095,58.267,67.439,21.0,10.863,10.1,20.347,27.24,15.62,36.524,20.809,4.472,11.446,27.331,6.928,32.373,22.76,34.511,28.337,32.28,26.058,8.062,16.673,23.13,16.733,25.846,19.774,22.045,17.521,40.608,23.664,4.243,5.916,64.869,12.923,13.638,3.606,3.464,19.799,3.464,9.381,23.558,6.325,18.841,3.606,14.697,6.0,4.69,8.062,17.72,14.142,2.0,10.149,2.236,3.742,10.724,24.474,10.05,8.485,7.616,4.583,15.811,9.055,28.548,2.0,9.592,1.0,1.0,10.247,1.732,1.0,5.745,6.083,11.091,9.165,10.583,2.449,2.0,2.236,4.472,15.427,2.236,8.718,12.689,2.236,12.083,8.367
large,295.606,43.081,65.215,143.499,65.031,177.025,173.922,58.275,14.422,61.417,11.533,36.222,23.345,26.249,92.639,75.027,27.803,3.317,34.015,10.296,2.646,91.449,56.507,22.913,4.69,14.832,11.533,7.416,15.556,38.039,93.632,52.962,101.848,36.51,14.933,3.464,2.0,23.043,21.0,3.873,18.111,32.481,27.477,36.865,6.0,1.414,35.889,14.832,2.646,7.874,10.63,1.0,1.0,13.784,10.05,8.246,13.077,23.022,14.142,8.0,1.0,16.703,10.344,20.952,7.348,57.402,5.099,6.708,8.832,35.086,9.11,13.0,12.329,2.0,6.928,11.045,5.745,1.0,5.385,1.0,2.236,1.732,1.0,1.0,2.0,1.414,37.961,77.711,7.55,2.449,5.385,13.038,18.574,12.0,1.0,11.136,3.606,1.414,25.04,25.865
dangerous,194.291,221.596,246.171,89.14,67.668,106.532,126.214,58.146,11.619,37.934,77.208,36.263,54.672,47.138,53.759,112.285,39.268,56.489,19.0,40.768,8.367,10.149,67.372,31.843,3.464,10.954,13.416,12.0,33.601,50.754,15.33,47.529,24.779,58.583,18.52,9.899,6.928,39.179,14.731,4.472,20.712,23.601,22.45,32.924,2.236,2.236,139.266,4.583,2.0,2.646,3.317,11.832,2.236,10.0,23.108,12.288,40.15,5.657,18.0,13.229,25.159,8.367,6.708,13.153,2.236,8.124,5.657,10.863,10.817,9.165,11.402,11.446,7.937,12.689,12.45,6.083,13.115,1.0,15.556,1.732,2.0,6.0,10.05,3.0,10.536,2.0,18.547,10.488,5.099,3.0,3.742,18.735,6.708,18.221,11.662,19.339,14.353,2.646,9.539,4.359
few,412.637,9.592,6.325,163.554,15.716,124.956,155.248,15.652,3.873,9.95,3.162,4.69,10.536,9.381,15.166,20.396,17.692,1.414,53.198,5.0,2.0,133.974,3.742,58.847,12.689,11.705,2.0,3.162,5.657,8.602,11.091,11.136,13.565,2.646,2.0,1.0,1.414,9.11,2.0,1.414,4.359,4.899,3.873,6.0,1.0,1.414,2.646,2.828,1.414,3.742,2.236,1.0,1.414,10.149,6.245,2.828,4.583,2.0,3.317,9.644,1.0,6.856,2.646,6.633,1.414,37.63,5.292,6.325,7.746,1.0,4.69,6.164,4.472,1.414,4.243,6.708,1.0,1.0,2.646,1.0,2.236,1.414,1.0,1.0,1.732,1.0,5.568,4.243,13.711,1.732,5.099,1.414,23.473,2.449,1.0,1.414,2.236,1.414,11.747,3.464
higher,12.61,27.111,15.843,13.304,40.423,19.9,9.055,11.269,302.134,5.916,5.831,20.518,185.418,56.657,13.304,12.369,58.112,1.0,16.673,25.632,3.742,40.398,9.381,17.578,115.148,30.708,16.941,5.099,5.568,8.602,6.708,29.513,12.961,7.616,160.515,3.317,1.414,30.364,2.236,4.243,51.884,22.738,3.606,4.243,68.007,1.414,31.575,47.958,1.414,8.185,2.236,1.0,5.196,8.367,36.647,3.606,16.186,157.458,11.358,29.547,1.0,43.486,13.416,29.496,3.606,8.426,15.33,8.185,54.397,1.0,17.146,20.445,6.403,5.292,4.0,12.961,3.742,43.841,14.213,1.0,1.732,1.0,1.0,1.0,4.359,1.414,6.557,5.916,19.053,2.646,4.899,3.606,9.798,2.0,3.317,3.0,4.123,1.732,4.796,5.745
complex,147.496,324.455,150.32,87.727,32.465,85.936,104.828,38.91,12.49,36.111,63.797,16.941,14.071,20.857,60.382,71.617,12.884,87.172,9.539,15.199,4.123,28.142,33.481,10.817,3.464,5.568,9.434,3.317,15.362,61.417,40.866,98.153,40.162,18.894,11.18,3.606,3.464,44.755,15.78,3.162,27.055,28.983,5.745,23.345,1.414,5.196,16.155,4.69,3.742,3.873,2.828,21.794,2.449,19.157,8.775,3.873,21.749,5.0,17.521,4.123,12.124,6.782,3.606,10.536,2.236,27.964,3.873,6.633,7.348,48.135,5.385,8.062,8.124,2.236,11.402,10.05,5.099,1.0,5.477,1.0,1.0,5.831,1.732,4.472,22.738,2.0,14.526,15.199,4.359,2.449,5.916,4.69,16.703,16.823,12.61,7.0,6.325,2.236,14.422,11.225
open,126.499,220.164,66.34,66.053,110.436,67.882,37.363,43.255,38.039,46.979,39.661,57.324,32.265,77.11,42.485,24.799,121.305,10.1,25.04,109.092,69.678,35.014,16.492,81.234,9.055,149.64,38.769,12.207,37.709,18.493,32.465,30.887,17.029,10.817,37.934,15.166,38.314,22.316,11.091,25.397,18.138,45.266,13.153,16.31,2.828,59.0,13.675,22.023,11.402,9.22,7.616,3.742,16.553,12.247,23.937,28.671,12.124,2.646,19.209,8.888,5.568,28.196,16.823,33.226,9.849,16.613,54.433,13.892,17.493,4.472,22.023,26.665,25.12,10.296,14.933,28.373,9.274,1.414,13.304,7.0,7.28,5.916,1.0,2.646,4.69,20.445,7.874,14.933,8.062,7.746,14.353,6.557,15.811,4.243,4.583,5.292,15.652,5.477,8.185,10.488
efficient,120.466,374.397,212.476,49.366,40.976,87.333,16.613,31.591,12.369,25.846,86.464,21.494,7.55,24.718,28.496,59.565,9.381,105.29,11.402,15.78,9.798,18.248,24.021,19.235,3.162,3.873,7.0,1.732,17.234,35.185,17.833,20.224,10.0,14.9,2.646,5.292,7.348,4.583,28.705,5.916,5.745,9.434,14.967,17.664,2.236,10.536,5.099,7.211,14.457,4.583,3.606,1.732,4.583,3.742,8.307,9.849,3.0,3.606,18.708,2.828,2.646,8.246,4.123,7.746,1.0,14.731,2.828,4.796,5.831,5.745,3.606,5.831,4.359,1.0,7.28,8.775,6.856,1.0,2.0,1.0,1.414,3.606,15.937,3.0,7.746,1.732,13.964,6.403,3.464,1.0,2.449,3.464,21.0,11.874,8.307,3.162,5.292,3.317,6.782,13.964
concerned,167.024,209.907,84.339,99.7,117.32,65.069,87.132,77.466,48.867,18.708,86.943,72.208,18.868,110.878,39.077,65.833,56.815,30.1,42.65,48.052,6.245,3.0,86.77,62.578,2.828,30.578,70.05,4.583,34.467,13.153,7.28,81.505,15.297,56.551,24.9,9.644,6.856,25.612,11.0,10.909,31.78,26.702,31.369,32.909,1.414,4.359,4.359,38.471,1.0,5.099,4.472,121.955,21.307,7.681,21.048,21.84,8.307,6.782,15.362,14.142,5.0,17.205,16.643,15.33,2.236,2.646,9.95,16.852,16.703,71.365,15.875,17.263,7.55,18.028,7.28,8.944,13.82,1.414,26.981,1.732,1.414,3.742,15.0,1.414,9.165,4.899,5.0,4.472,3.317,9.592,5.292,1.414,2.646,27.092,12.61,44.034,44.9,6.557,8.062,6.708
useful,245.534,174.963,163.313,66.723,65.338,84.806,23.388,103.242,37.736,44.944,59.473,37.189,23.854,92.06,72.787,104.221,46.776,52.735,22.738,42.249,10.05,7.874,111.373,61.254,3.317,8.718,21.726,4.796,37.35,68.235,16.673,17.833,21.977,105.655,6.557,9.055,10.77,31.177,33.257,10.149,20.1,9.055,27.964,30.854,1.732,7.348,46.637,16.186,11.576,4.243,2.236,5.0,4.583,6.557,39.661,38.536,21.448,9.539,23.979,14.765,20.928,22.605,8.246,10.863,3.742,20.199,4.0,8.426,11.269,6.0,18.166,19.468,8.66,23.302,12.53,7.141,7.681,1.0,9.055,22.825,1.732,4.583,3.162,1.414,17.635,4.0,22.136,4.583,3.606,1.732,3.606,3.317,13.784,20.1,26.268,9.434,28.107,2.646,13.153,7.55
cool,180.859,55.417,16.062,147.831,91.777,94.684,79.987,238.357,20.125,222.344,27.641,51.856,17.916,34.828,45.211,33.719,45.706,4.243,40.62,36.837,35.665,37.656,24.759,18.055,3.0,14.283,29.086,12.247,17.029,35.93,20.712,7.681,31.733,25.495,19.799,12.124,53.554,8.307,97.268,6.856,15.199,13.342,20.372,16.882,1.0,8.544,8.246,10.488,13.379,5.745,4.69,5.568,3.0,6.633,21.331,17.205,7.0,3.317,14.142,7.874,2.646,14.177,14.107,13.601,2.236,16.763,4.583,10.954,10.488,5.831,20.712,9.592,30.822,5.831,8.602,8.185,32.125,1.414,3.606,1.0,2.236,9.849,2.646,2.236,2.0,2.236,13.491,21.494,6.633,4.899,4.0,2.646,9.849,6.481,3.162,28.089,13.454,2.236,7.483,9.381
long,322.323,51.078,24.739,132.408,53.907,56.08,181.157,119.679,13.0,66.355,11.489,66.197,11.662,17.059,55.018,73.021,25.865,2.646,19.748,14.697,3.742,54.157,40.522,16.703,4.583,15.133,9.747,2.828,10.63,49.568,55.696,20.322,54.222,22.226,13.601,2.0,3.162,24.495,40.78,3.0,17.521,31.257,19.131,24.658,7.937,1.414,20.347,8.66,4.0,6.633,10.05,1.414,1.732,12.49,7.28,6.481,13.229,9.849,11.958,7.55,1.414,9.487,11.705,16.31,2.828,30.529,3.873,4.472,7.28,37.762,6.245,7.937,7.141,1.414,8.307,3.873,17.0,1.0,3.464,1.0,1.0,1.732,1.414,1.0,8.307,1.732,34.482,49.193,15.492,11.225,5.099,2.449,19.647,21.749,1.0,13.342,3.464,2.236,16.553,18.439
significant,155.0,176.652,294.508,64.576,55.973,82.577,28.337,49.305,14.036,75.631,64.777,25.377,11.662,54.028,53.768,42.297,40.89,59.632,9.539,12.124,3.317,15.067,60.341,23.302,2.828,6.633,11.533,2.828,28.373,23.152,50.249,32.171,32.924,48.939,4.123,6.708,3.742,14.731,5.568,4.0,14.213,23.108,26.777,36.579,3.0,1.414,48.125,4.123,1.414,4.583,4.69,17.088,4.243,8.888,11.402,12.247,10.198,3.464,11.662,9.327,25.71,9.055,4.243,9.165,1.0,9.644,3.464,3.0,3.317,8.367,9.274,15.0,6.708,4.583,5.831,7.874,10.149,1.0,10.583,1.0,1.0,3.606,12.042,1.414,38.158,2.0,10.724,7.141,7.416,1.414,4.123,3.162,5.657,12.767,21.071,5.292,8.0,1.0,8.66,8.775
famous,105.641,122.27,406.426,70.136,39.497,68.891,22.494,33.838,18.921,30.1,39.383,25.475,14.318,70.136,41.785,22.935,17.972,10.536,16.093,9.849,3.742,12.042,26.058,25.397,2.449,75.166,11.705,42.521,11.045,17.205,14.595,11.662,21.703,20.298,7.28,4.123,5.831,7.141,20.688,2.449,18.33,37.47,14.422,29.698,1.414,1.414,2.828,16.125,1.732,9.747,8.185,1.0,5.385,2.449,10.954,5.568,6.782,4.583,10.77,5.292,4.243,4.796,6.708,7.55,2.236,3.0,6.481,4.69,14.387,3.742,3.742,6.633,30.919,4.69,6.164,9.0,5.657,1.0,2.236,1.0,4.69,3.606,1.0,1.0,13.454,2.236,7.141,2.236,5.745,12.369,6.083,1.0,2.449,4.0,1.414,5.099,4.359,1.0,6.0,4.69
ready,32.496,69.584,27.331,67.956,237.481,51.439,37.283,67.535,26.963,12.369,19.209,172.945,35.777,57.55,109.279,7.141,32.016,4.359,58.121,147.499,47.074,3.0,7.681,21.448,3.606,116.872,100.419,82.474,35.735,2.449,5.196,10.392,4.123,7.211,2.828,24.249,28.39,15.875,8.944,17.916,7.141,32.311,9.381,12.961,1.414,46.033,7.81,10.0,16.155,13.964,44.609,1.732,5.568,16.553,29.086,9.487,5.568,2.236,26.077,26.363,4.359,12.961,20.736,23.152,5.831,4.123,14.0,17.234,45.782,3.0,34.234,21.817,27.423,21.19,8.775,88.538,4.243,1.0,22.539,1.414,7.28,2.828,1.0,34.612,1.0,3.606,2.646,2.828,69.21,5.916,3.606,32.955,2.0,2.236,4.472,8.775,8.246,1.0,5.0,4.243
easier,11.402,42.19,5.292,16.852,31.984,16.217,5.385,13.784,377.402,6.481,5.831,12.845,137.63,61.205,17.407,6.083,20.905,1.414,58.652,52.915,2.0,26.476,4.359,23.238,112.17,57.061,18.303,18.111,5.196,9.381,5.831,16.941,11.358,4.0,43.474,4.472,2.646,50.17,3.0,2.828,40.46,5.568,8.832,2.449,33.571,1.0,11.533,4.359,1.0,3.873,1.732,1.414,1.732,9.11,41.569,3.317,25.788,43.267,20.125,38.406,11.576,30.166,16.34,31.749,1.414,8.185,7.071,23.77,15.067,1.0,25.788,29.017,4.472,4.123,2.0,6.245,2.236,104.216,7.348,1.0,1.732,1.414,1.0,5.196,2.449,1.0,2.236,1.414,5.745,2.0,1.414,8.832,6.708,1.414,2.449,2.236,2.449,1.0,3.464,2.646
exciting,204.083,194.535,248.24,115.048,34.771,86.499,41.988,136.209,20.224,86.654,54.111,24.372,16.062,37.39,52.249,49.8,26.458,14.595,23.345,62.642,6.083,5.745,50.1,17.234,2.236,4.583,15.067,6.325,39.611,57.053,12.042,9.434,26.589,37.041,4.359,9.644,10.392,13.416,44.147,4.359,10.198,14.248,29.326,29.034,1.0,2.236,18.276,6.403,2.0,2.449,4.0,6.083,2.236,3.873,12.767,8.062,9.274,2.828,27.313,4.472,3.317,5.477,6.083,8.185,1.0,7.81,2.449,6.0,7.348,14.491,20.494,17.607,9.644,5.831,7.211,8.66,24.042,1.414,4.0,1.414,1.0,4.796,1.414,2.646,28.213,1.0,9.644,5.292,3.742,4.123,2.236,3.606,5.0,28.792,2.236,9.487,20.952,3.162,7.0,4.899
active,187.184,211.946,177.158,43.336,60.721,68.84,29.394,35.805,23.388,39.166,73.007,29.36,12.329,73.559,47.181,54.351,102.518,57.922,8.832,37.457,7.616,17.0,46.69,32.016,2.236,36.905,20.494,3.162,11.619,23.875,30.757,40.348,14.177,31.859,6.245,2.646,5.0,12.207,30.61,3.606,15.067,38.419,14.422,15.166,1.0,25.377,13.711,17.664,3.162,5.292,3.162,3.606,5.568,4.0,13.266,57.105,6.856,5.657,19.026,5.385,85.837,12.288,8.718,13.601,1.414,12.247,64.117,3.317,11.402,18.921,5.477,7.681,18.166,6.928,9.0,11.747,12.247,1.0,5.385,2.236,2.449,1.414,7.616,20.248,7.071,3.742,10.1,19.235,5.099,17.146,13.638,96.943,10.05,8.602,36.042,4.243,4.359,2.449,4.123,10.149
short,244.055,43.795,19.157,95.032,54.111,91.071,185.068,62.129,13.82,58.284,9.592,33.392,19.0,27.203,52.154,59.666,44.497,3.742,117.384,29.052,5.916,147.18,18.33,23.087,96.509,13.266,15.716,5.196,7.746,35.454,65.597,18.276,52.735,11.832,26.476,3.464,3.873,23.854,36.442,4.243,29.614,25.159,14.248,13.0,2.236,2.0,6.245,19.183,4.123,67.904,3.606,2.449,4.359,10.677,12.57,9.695,12.329,19.339,12.41,10.296,2.0,17.776,37.736,23.065,2.449,27.785,11.0,8.775,10.536,7.937,8.602,6.403,4.69,2.646,7.28,6.245,13.964,1.414,8.544,1.414,1.414,4.243,1.0,1.732,2.236,1.732,12.884,26.268,8.66,8.185,3.317,4.472,28.213,12.247,1.0,15.33,3.317,3.873,19.209,22.249
young,242.984,101.71,78.543,133.184,34.713,161.938,208.257,63.883,13.266,72.719,14.071,18.138,14.9,22.293,61.725,32.741,112.929,2.0,23.0,14.967,4.69,96.654,23.043,26.981,5.0,11.619,30.083,7.141,7.141,21.19,45.596,13.115,25.515,17.521,4.123,2.828,4.583,19.157,19.875,4.243,10.0,9.11,15.46,14.318,2.828,2.0,4.123,51.478,2.828,9.381,3.873,2.236,16.062,6.245,6.083,24.92,6.325,3.742,22.956,7.616,2.236,12.124,6.164,13.342,3.873,13.528,4.0,6.708,13.601,3.464,5.916,7.681,14.933,1.0,9.274,11.045,16.279,1.0,3.606,2.0,1.414,1.414,1.0,4.243,1.732,1.732,9.695,12.57,18.868,3.606,3.464,4.359,12.166,8.485,1.414,3.464,3.464,1.732,9.434,11.091
proud,261.069,83.934,102.927,199.757,70.859,54.249,64.684,131.917,9.798,55.982,15.969,26.363,16.432,68.184,59.304,107.238,38.236,5.196,35.228,33.926,7.55,3.606,61.806,14.387,1.0,28.74,36.851,11.747,30.887,71.979,8.307,5.916,28.618,55.839,7.55,10.536,9.055,9.165,40.583,6.403,10.954,11.091,9.644,26.963,1.414,4.243,1.0,8.124,2.828,4.899,2.236,21.703,2.0,6.0,19.596,7.348,3.606,1.732,21.977,7.348,2.0,7.071,8.307,6.245,1.414,3.464,3.606,7.28,7.28,11.533,17.029,17.861,38.118,1.0,5.196,6.325,33.076,1.0,19.925,1.0,1.0,4.359,1.414,1.732,18.974,1.732,20.905,3.317,3.162,6.0,3.0,1.414,5.0,12.53,1.0,6.403,14.967,1.414,5.831,4.69
